ts_code,ann_date,end_date,eps,dt_eps,total_revenue_ps,revenue_ps,capital_rese_ps,surplus_rese_ps,undist_profit_ps,extra_item,profit_dedt,gross_margin,current_ratio,quick_ratio,cash_ratio,ar_turn,ca_turn,fa_turn,assets_turn,op_income,ebit,ebitda,fcff,fcfe,current_exint,noncurrent_exint,interestdebt,netdebt,tangible_asset,working_capital,networking_capital,invest_capital,retained_earnings,diluted2_eps,bps,ocfps,retainedps,cfps,ebit_ps,fcff_ps,fcfe_ps,netprofit_margin,grossprofit_margin,cogs_of_sales,expense_of_sales,profit_to_gr,saleexp_to_gr,adminexp_of_gr,finaexp_of_gr,impai_ttm,gc_of_gr,op_of_gr,ebit_of_gr,roe,roe_waa,roe_dt,roa,npta,roic,roe_yearly,roa2_yearly,debt_to_assets,assets_to_eqt,dp_assets_to_eqt,ca_to_assets,nca_to_assets,tbassets_to_totalassets,int_to_talcap,eqt_to_talcapital,currentdebt_to_debt,longdeb_to_debt,ocf_to_shortdebt,debt_to_eqt,eqt_to_debt,eqt_to_interestdebt,tangibleasset_to_debt,tangasset_to_intdebt,tangibleasset_to_netdebt,ocf_to_debt,turn_days,roa_yearly,roa_dp,fixed_assets,profit_to_op,q_saleexp_to_gr,q_gc_to_gr,q_roe,q_dt_roe,q_npta,q_ocf_to_sales,basic_eps_yoy,dt_eps_yoy,cfps_yoy,op_yoy,ebt_yoy,netprofit_yoy,dt_netprofit_yoy,ocf_yoy,roe_yoy,bps_yoy,assets_yoy,eqt_yoy,tr_yoy,or_yoy,q_sales_yoy,q_op_qoq,equity_yoy
300098.SZ,20260429,20260331,0.0134,0.0134,0.2936,0.2936,1.3487,0.0694,-0.8834,6558936.79,16597591.01,165032183.3,1.6688,1.3606,1.2198,0.335,0.164,0.5798,0.101,25024191.03,31256070.17,,-31766045.8192,-50376140.0792,1734397565.82,401066397.49,155020009.3,-240642283.32,2338319877.86,1262461226.02,944500380.99,2929547255.43,-1414587438.93,0.0133,1.5235,0.0204,-0.814,-0.0011,0.018,-0.0183,-0.029,5.541,32.3498,67.6502,28.3426,5.541,9.7272,19.5706,-0.9553,-0.425,95.0947,6.8745,6.1268,0.8785,0.88,0.6296,0.619,0.5598,0.866,3.514,2.476,45.2217,1.8255,1.9155,62.1938,37.8062,46.1661,5.2916,90.3752,82.4132,17.5868,0.0187,0.8255,1.1559,17.079,1.0209,15.084,,0.0154,423.4555,2.2392,0.4586,939337319.15,6.8346,9.7272,95.0947,0.8785,0.6296,0.5598,6.9334,1318.1818,1318.1818,202.0,467.3877,462.1564,1277.6638,298.39,201.9345,1277.8517,0.874,0.6195,0.8778,35.6057,35.6057,35.6057,139.21,-0.016
300098.SZ,20260418,20251231,-0.02,-0.02,1.1445,1.1445,1.3487,0.0694,-0.8967,26491757.99,-58801165.34,658392276.44,1.6326,1.3472,1.1838,1.3246,0.6654,2.9874,0.3987,-46107835.52,-31333210.69,18777920.05,-268920939.85,-265286857.61,1705239156.29,405910846.77,176514435.02,-241173796.1,2309304297.38,1189411281.06,896154235.03,2922677881.27,-1437743966.73,-0.0186,1.5103,0.0905,-0.8273,-0.007,-0.018,-0.1547,-0.1527,-0.9915,33.104,66.896,31.0495,-0.9915,11.474,20.6786,-1.1031,0.0372,102.3183,-0.2698,-1.5754,-1.2272,-1.23,-2.2334,-0.6282,-0.3953,-3.4454,-1.2272,-0.6282,45.4458,1.833,1.8945,60.9821,39.0179,45.8757,6.0395,89.7994,82.194,17.806,0.0837,0.833,1.1473,14.8687,1.0095,13.0828,,0.0688,415.5731,-0.3953,-0.6478,939444699.8,-0.3064,11.0776,111.8445,-3.5902,-3.7637,-1.9889,21.8599,85.7143,85.7143,164.6199,97.616,97.296,86.3558,80.61,164.7777,86.2704,-0.6185,1.8629,-0.6215,40.3881,40.3881,43.1497,-295.4945,-0.6215
300098.SZ,20260418,20251231,-0.02,-0.02,1.1445,1.1445,1.3487,0.0694,-0.8967,26491757.99,-58801165.34,658392276.44,1.6326,1.3472,1.1838,1.3246,0.6654,2.9874,0.3987,-46107835.52,-31333210.69,18777920.05,,,1705239156.29,405910846.77,176514435.02,-241173796.1,2309304297.38,1189411281.06,896154235.03,2922677881.27,-1437743966.73,-0.0186,1.5103,0.0905,-0.8273,-0.007,-0.018,,,-0.9915,33.104,66.896,31.0495,-0.9915,11.474,20.6786,-1.1031,0.0372,102.3183,-0.2698,-1.5754,-1.2272,-1.23,-2.2334,-0.6282,-0.3953,-3.4454,-1.2272,-0.6282,45.4458,1.833,1.8945,60.9821,39.0179,45.8757,6.0395,89.7994,82.194,17.806,0.0837,0.833,1.1473,14.8687,1.0095,13.0828,,0.0688,415.5731,-0.3953,-0.6478,939444699.8,-0.3064,11.0776,111.8445,-3.5902,-3.7637,-1.9889,21.8599,85.7143,85.7143,164.6199,97.616,97.296,86.3558,80.61,164.7777,86.2704,-0.6185,1.8629,-0.6215,40.3881,40.3881,43.1497,-295.4945,-0.6215
300098.SZ,20251029,20250930,0.04,0.04,0.7583,0.7583,1.3424,0.0694,-0.8377,21860064.25,41694267.82,483052232.42,1.7178,1.4334,1.2404,0.8785,0.4504,1.9862,0.2659,33388444.79,64585907.97,,-302870224.3926,-253127464.3726,1510120177.37,376108653.66,207773157.5,-135901709.13,2396569433.73,1229818211.13,1016051174.32,3084124789.45,-1335155689.14,0.0366,1.5627,0.0061,-0.7683,-0.0358,0.0372,-0.1743,-0.1457,6.0534,36.6588,63.3412,31.0192,6.0534,11.6759,20.6295,-1.2862,-1.1145,97.4662,6.3806,4.9014,2.3729,2.37,1.5567,1.3032,1.6095,2.035,3.1639,1.7376,42.1298,1.728,1.8504,59.2115,40.7885,48.2173,6.7369,88.0538,81.8148,18.1852,0.0062,0.728,1.2969,13.0704,1.1445,11.5345,,0.0051,472.3485,2.146,1.2824,916493097.25,6.3551,12.5556,96.1946,1.382,0.8782,0.8116,15.7872,233.3333,233.3333,114.6283,275.1684,272.9219,238.1782,139.8,114.619,243.9433,2.8295,0.5785,2.8295,39.0221,39.0221,45.35,42.3333,-4.0051
300098.SZ,20250819,20250630,0.0151,0.0151,0.516,0.516,1.3418,0.0694,-0.8592,8274998.92,18014586.03,333999855.81,1.6823,1.4496,1.2594,0.5813,0.3093,1.3651,0.1814,17365133.77,23544763.62,46235552.74,-281262802.83,-209169740.01,1491238335.3,385652961.53,233930236.6,-80054512.46,2353241044.78,1172121761.61,1010397784.3,3068742569.15,-1372420436.26,0.0151,1.5407,-0.0322,-0.7898,-0.0542,0.0135,-0.1619,-0.1204,4.4084,37.2505,62.7495,30.8346,4.4084,11.2628,21.0503,-1.4785,-0.4973,98.0633,4.2744,2.6259,0.9886,0.99,0.6775,0.4763,0.7995,0.7808,1.9772,0.9526,42.6805,1.7446,1.8591,58.4372,41.5628,47.5822,7.623,87.2454,81.3886,18.6114,-0.0325,0.7446,1.2684,11.445,1.1148,10.0596,,-0.0265,458.7315,1.599,0.5318,903291753.98,4.275,9.9879,93.9523,1.0612,0.9908,0.723,-4.0722,680.7692,680.7692,20.8845,113670.9831,6350.8696,683.1008,130.63,20.9224,722.5807,1.3819,0.0783,1.3774,36.2367,36.2367,47.4606,420.0463,-6.3413
300098.SZ,20250429,20250331,-0.0011,-0.0011,0.2165,0.2165,1.3412,0.0694,-0.8754,6399630.68,-8365941.19,135922900.06,1.7091,1.4596,1.2708,0.2506,0.1316,0.5985,0.0769,-14108761.78,1306698.16,,-247123185.361,-196030122.541,1436082113.66,390634868.09,212246575.44,-83248176.8,2330564002.59,1164745894.46,953250830.79,3015757366.9,-1400676331.71,-0.0011,1.5238,-0.02,-0.806,-0.0648,0.0008,-0.1422,-0.1128,1.1009,36.1304,63.8696,37.3185,1.1009,13.0266,25.3799,-1.088,-1.9153,103.7503,1.643,0.3473,-0.0744,-0.07,-0.3164,0.0267,0.0847,0.0292,-0.2976,0.1068,42.1058,1.7273,1.8499,57.9732,42.0268,48.1275,7.0379,87.8057,80.5601,19.4399,-0.0211,0.7273,1.2987,12.4761,1.143,10.9805,,-0.017,535.7472,0.3388,-0.0402,884153338.39,1.6487,13.0266,103.7503,-0.0744,-0.3164,0.0847,-9.2237,-124.4444,-124.4444,68.8474,-7.8237,-7.2709,-125.1945,81.52,68.8798,-127.2946,0.2698,-2.0092,0.2668,23.2582,23.2582,23.2582,103.4909,-7.6942
300098.SZ,20250429,20250331,-0.0011,-0.0011,0.2166,0.2166,1.3417,0.0694,-0.8757,6399630.68,-8365941.19,135922900.06,1.7091,1.4596,1.2381,0.2506,0.1316,0.5985,0.0769,-14108761.78,1306698.16,,,,1436082113.66,390634868.09,212246575.44,-83248176.8,2330564002.59,1164745894.46,1075759856.96,3015757366.9,-1400676331.71,-0.0011,1.5243,-0.02,-0.8063,-0.0648,0.0008,,,1.1009,36.1304,63.8696,37.3185,1.1009,13.0266,25.3799,-1.088,-1.9153,103.7503,1.643,0.3473,-0.0744,-0.07,-0.3164,0.0267,0.0847,0.0292,-0.2976,0.1068,42.1058,1.7273,1.8499,57.9732,42.0268,48.1275,7.0379,87.8057,80.5601,19.4399,-0.0211,0.7273,1.2987,12.4761,1.143,10.9805,,-0.017,535.7472,0.3388,-0.0402,884153338.39,1.6487,13.0266,103.7503,-0.0744,-0.3164,0.0847,-9.2237,-124.4444,-124.4444,68.8474,-7.8237,-7.2709,-125.1945,81.52,68.8798,-127.2946,0.3027,-2.0092,0.2668,23.2582,23.2582,23.2582,103.4909,-7.6942
300098.SZ,20250419,20241231,-0.14,-0.14,0.8152,0.8152,1.336,0.0694,-0.8743,66408482.75,-303207596.42,440694759.97,1.6672,1.4279,1.2349,0.9265,0.451,4.3924,0.2787,-299720035.95,-258678652.68,-215652574.13,283511549.03,247231811.9,1587078052.95,392663919.27,163955567.36,-270590658.47,2323859373.74,1163858210.04,799711510.13,2962024121.65,-1398710021.21,-0.1363,1.5197,0.0342,-0.8049,-0.1158,-0.1489,0.1631,0.1423,-17.9413,31.1074,68.8926,40.6856,-17.9413,15.7146,27.3043,-2.3332,-1.065,121.1564,-15.8864,-18.2594,-8.6141,-8.63,-11.0298,-5.0889,-5.0002,-9.148,-8.6141,-5.0889,43.3792,1.7661,1.8491,58.8515,41.1485,47.0249,5.5353,89.1607,81.3755,18.6245,0.0341,0.7661,1.232,16.1078,1.084,14.1737,,0.0277,563.9122,-5.0002,-4.6585,877332673.45,-15.9103,13.2651,138.2412,-6.9765,-7.2564,-4.1863,28.1091,-133.3333,-133.3333,-66.6991,-116.0459,-114.8275,-129.3444,-154.4,-66.7119,-148.1049,-7.5608,-5.414,-7.5615,-21.2446,-21.2446,-23.071,-268.6389,-7.5615
300098.SZ,20241030,20240930,-0.03,-0.03,0.5454,0.5454,1.3344,0.0694,-0.7645,58752041.08,-104746515.39,330119129.35,1.821,1.5537,1.2652,0.6193,0.3021,4.2235,0.1854,-120423769.82,-14174042.56,,-54216731.56,-99046761.16,1443789293.41,392868300.87,156660933.82,-165627589.12,2476758839.96,1308148466.74,1135364315.79,3161140154.63,-1207905381.85,-0.0265,1.6279,-0.0417,-0.6951,-0.1614,-0.0082,-0.0312,-0.057,-4.8663,34.8288,65.1712,43.5156,-4.8663,16.9262,29.3182,-2.7287,-1.2099,112.7052,-5.064,-1.4954,-1.6178,-1.62,-3.6844,-0.2773,-0.9024,-0.4311,-2.1571,-0.3697,39.8839,1.6634,1.7978,58.0544,41.9456,49.557,4.9558,89.4928,79.9317,20.0683,-0.0454,0.6634,1.4192,18.0581,1.2425,15.8097,,-0.0363,641.5338,-1.2032,-0.8999,824002449.46,-5.1092,19.4627,116.7487,-1.4588,-1.615,-0.8773,-0.5879,25.0,25.0,-81.3043,20.2901,20.1974,31.186,-38.07,-81.0103,25.6826,-0.9793,-4.3415,-0.98,-20.3087,-20.3087,-24.4309,-619.9007,-7.4052
300098.SZ,20240830,20240630,-0.0026,-0.0026,0.3787,0.3787,1.3276,0.0694,-0.7406,54311906.81,-58820489.76,220849479.26,1.8343,1.5822,1.3189,0.4285,0.2092,3.4158,0.1283,-71904312.06,-22084538.79,-428398.49,74259112.64,24251519.66,1444880947.47,392565223.15,154248108.97,-202788210.07,2511889972.09,1327055051.12,1115804069.63,3201169478.83,-1166419490.49,-0.0026,1.645,-0.0407,-0.6712,-0.1421,-0.0127,0.0427,0.014,-0.3194,33.5565,66.4435,40.9003,-0.3194,15.8098,28.4466,-3.3561,-1.2275,110.9253,0.0051,-3.3556,-0.1578,-0.16,-2.0582,-0.4304,-0.041,-2.2882,-0.3156,-0.8608,39.5286,1.6537,1.7957,57.9072,42.0928,49.8528,4.8185,89.2989,79.865,20.135,-0.0444,0.6537,1.4353,18.5325,1.2612,16.2847,,-0.0355,608.868,-0.082,-0.0879,811866355.84,-0.0932,14.5563,104.8356,-0.43,-0.473,-0.17,11.5664,90.5797,90.5797,-1.4963,100.0715,98.6885,90.6121,-8.82,-1.5534,89.9137,0.0608,-3.5603,0.0566,-18.3482,-18.3482,-22.7123,-199.4976,-6.9244
300098.SZ,20240429,20240331,0.0045,0.0045,0.1756,0.1756,1.3263,0.0694,-0.7335,53080804.81,-45276287.39,101593478.5,1.9031,1.6375,1.3392,0.1958,0.0953,1.5822,0.0594,-54838115.72,17427134.71,,-978896.0886,-52035821.8286,1453314127.75,375765227.64,156747001.09,-220852965.61,2525006764.16,1438011545.2,1199387822.06,3216735872.99,-1154106389.81,0.0045,1.6508,-0.0642,-0.6641,-0.1338,0.01,-0.0006,-0.0299,2.1199,33.286,66.714,48.1573,2.1199,17.2591,33.4736,-2.5754,-0.962,117.9671,2.197,5.7098,0.2726,0.27,-1.5815,0.3394,0.126,0.5084,1.0904,1.3576,39.3559,1.649,1.7937,60.0557,39.9443,50.0416,4.8729,89.1815,80.1828,19.8172,-0.07,0.649,1.4446,18.3017,1.2715,16.1088,,-0.0561,670.5737,0.504,0.152,678955146.86,2.1914,17.2591,117.9671,0.2726,-1.5815,0.126,-36.5325,134.8837,134.8837,21.8027,126.1325,126.5521,134.9549,-77.34,21.8136,137.6873,0.4136,-3.4225,0.411,-12.6444,-12.6444,-12.6444,115.255,-7.2502
300098.SZ,20240413,20231231,-0.06,-0.06,1.0351,1.0351,1.3241,0.0694,-0.738,15936490.23,-119186935.6,566942924.6,1.8865,1.6641,1.2305,1.1163,0.5309,8.7933,0.3407,-140366244.32,-135312574.65,-89122524.08,-583406241.81,-565863393.28,1459637388.56,349680224.08,353322921.95,-101575694.54,2514428039.62,1585602936.34,1459583952.2,3415309098.54,-1161910907.54,-0.0594,1.644,0.1027,-0.6686,0.0189,-0.0779,-0.3357,-0.3256,-6.0589,31.517,68.483,35.434,-6.0589,12.8581,24.2967,-1.7208,-0.746,107.8031,-5.7911,-7.5222,-3.4597,-3.51,-3.9937,-2.5626,-2.064,-4.1423,-3.4597,-2.5626,41.3932,1.7063,1.7693,64.5811,35.4189,48.1265,10.3453,83.6525,82.7006,17.2994,0.0998,0.7063,1.3211,8.0861,1.1627,7.1165,,0.0825,475.4642,-2.064,-1.9554,618257828.51,-5.8327,11.1689,109.0081,-1.2317,-1.4656,-0.7586,35.8435,62.5,62.5,183.7017,61.3263,59.6778,62.1159,60.27,183.6535,58.7383,-8.1923,-2.1122,-8.1859,-22.8937,-22.8937,-9.9755,-235.5503,-8.1859
300098.SZ,20231030,20230930,-0.0385,-0.0385,0.6844,0.6844,1.4082,0.0694,-0.717,9024152.77,-75862988.59,373962402.56,1.9279,1.6726,1.3395,0.7351,0.3599,5.7536,0.2277,-85464978.01,-55583038.87,,-518296488.13,-365620490.96,1439380963.31,313083741.31,251431755.6,-225751131.26,2724422344.21,1543253556.37,1289939900.47,3356094391.56,-1125424561.83,-0.0385,1.7581,-0.023,-0.6476,-0.0517,-0.032,-0.2983,-0.2104,-5.8681,31.4418,68.5582,37.2674,-5.8681,13.7237,25.6889,-2.1451,-0.3274,107.1857,-5.0628,-4.6733,-2.1676,-2.17,-2.4603,-1.0643,-1.3365,-1.9006,-2.8901,-1.4191,39.2263,1.6454,1.6936,62.7673,37.2327,53.3305,7.4918,91.0356,83.0008,16.9992,-0.024,0.6454,1.5246,12.1514,1.3596,10.8356,,-0.02,547.9715,-1.782,-1.2799,536529579.97,-5.1021,15.6828,104.9467,-0.6142,-0.712,-0.3414,7.7243,9.4118,9.4118,80.5743,39.075,31.6686,9.0728,19.54,80.5582,2.0939,-1.8205,-4.2868,-1.8149,-28.175,-28.175,-29.6977,38.9437,-7.1281
300098.SZ,20230830,20230630,-0.0276,-0.0276,0.4638,0.4638,1.4066,0.0694,-0.7062,6026617.11,-54052181.93,242914264.59,1.8539,1.6198,1.2778,0.5019,0.241,3.8516,0.1533,-66502086.72,-44436392.18,-18327434.5,-416866640.65,-268468700.17,1496763728.22,285836757.99,282499810.79,-174616368.09,2735163470.67,1513848013.64,1332913922.85,3399950714.27,-1106611290.83,-0.0276,1.7674,-0.0401,-0.6368,-0.0634,-0.0256,-0.2399,-0.1545,-6.4795,30.1369,69.8631,35.1939,-6.4795,12.7919,24.5614,-2.1594,-0.4158,108.2505,-5.8454,-5.513,-1.5535,-1.55,-1.7484,-0.8449,-0.993,-1.4661,-3.107,-1.6898,39.8472,1.6624,1.7012,63.4204,36.5796,52.7764,8.3089,90.333,85.8528,14.1472,-0.0393,0.6624,1.4872,10.8718,1.3245,9.682,,-0.0337,531.8474,-1.986,-0.9131,473578676.7,-5.8006,11.7728,106.3973,-0.8338,-0.9254,-0.5281,15.9886,26.9841,26.9841,63.0755,38.6548,39.1842,26.6022,25.88,63.1068,21.0353,-1.3012,-2.9005,-1.2996,-27.4274,-27.4274,-35.5118,16.3858,-7.05
300098.SZ,20230428,20230331,-0.0129,-0.0129,0.2011,0.2011,1.4046,0.0694,-0.6914,3203092.31,-25530500.15,109665589.71,1.821,1.5663,1.2011,0.2182,0.104,1.649,0.0661,-37289178.21,-23397425.04,,-387392622.48,-275515676.76,1562720640.25,251604854.46,281896095.11,-125500183.78,2754819137.1,1496608059.34,1349302871.6,3424489229.8,-1080913133.85,-0.0128,1.7798,-0.0821,-0.622,-0.0932,-0.0135,-0.2229,-0.1585,-7.0724,31.3876,68.6124,41.1008,-7.0724,14.1239,29.4191,-2.4422,-0.2582,110.6726,-7.3443,-6.6966,-0.7197,-0.72,-0.8229,-0.4425,-0.4673,-0.6886,-2.8788,-1.77,40.0133,1.667,1.7043,63.362,36.638,52.5848,8.2318,90.3195,86.957,13.043,-0.0782,0.667,1.4755,10.9721,1.3142,9.7725,,-0.068,625.2819,-1.8692,-0.4223,412451342.49,-7.2098,14.1239,110.6726,-0.7197,-0.8229,-0.4673,-40.8168,72.3176,72.3176,-47.3968,72.6687,73.1803,72.3999,69.34,-47.2032,70.6904,-0.6087,-1.8463,-0.602,-13.2069,-13.2069,-13.2069,84.9525,-5.8324
300098.SZ,20230428,20230331,-0.0129,-0.0129,0.2011,0.2011,1.4046,0.0694,-0.6914,3203092.31,-25530500.15,109665589.71,1.821,1.5663,1.2011,0.2182,0.104,1.649,0.0661,-37289178.21,-23397425.04,,-387392622.48,-275515676.76,1562720640.25,251604854.46,281896095.11,-125500183.78,2754819137.1,1496608059.34,1349302871.6,3424489229.8,-1080913133.85,-0.0128,1.7798,-0.0821,-0.622,-0.0932,-0.0135,-0.2229,-0.1585,-7.0724,31.3876,68.6124,41.1008,-7.0724,14.1239,29.4191,-2.4422,-0.2582,110.6726,-7.3443,-6.6966,-0.7197,-0.72,-0.8229,-0.4425,-0.4673,-0.6886,-2.8788,-1.77,40.0133,1.667,1.7043,63.362,36.638,52.5848,8.2318,90.3195,86.957,13.043,-0.0782,0.667,1.4755,10.9721,1.3142,9.7725,,-0.068,625.2819,-1.8692,-0.4223,412451342.49,-7.2098,14.1239,110.6726,-0.7197,-0.8229,-0.4673,-40.8168,72.3176,72.3176,-47.3968,72.6687,73.1803,72.3999,69.34,-47.2032,70.6904,-0.6087,-1.8236,-0.6044,-13.2069,-13.2069,-13.2069,84.9525,-5.8324
300098.SZ,20230415,20221231,-0.16,-0.16,1.3425,1.3425,1.4025,0.0694,-0.6786,27473109.75,-299936456.23,611901333.88,1.7517,1.5032,1.1985,1.4138,0.6461,10.6948,0.415,-316865376.51,-248688077.89,-185722365.65,-229603563.76,-396029141.42,1742993928.24,221905983.62,207444792.97,-363639203.11,2775512342.37,1459981733.56,1088247048.07,3371222802.58,-1058585726.01,-0.1568,1.7907,0.0362,-0.6092,-0.0451,-0.1431,-0.1321,-0.2279,-11.997,26.2287,73.7713,33.3697,-11.997,13.4419,21.08,-1.1523,-2.4278,113.5822,-11.5461,-10.6598,-8.4197,-8.42,-9.2687,-4.424,-4.9789,-7.4112,-8.4197,-4.424,40.7102,1.6866,1.7371,63.7602,36.2398,52.0137,6.1534,92.3045,89.4123,10.5877,0.0324,0.6866,1.4325,15.0006,1.2777,13.3795,,0.029,397.5014,-4.9789,-4.8469,372252000.46,-11.1536,21.1147,128.9481,-6.2159,-6.4249,-3.7932,39.6752,-884.0,-883.5,-65.3257,-1594.7364,-1455.9353,-729.3518,-283.77,-65.3212,-779.6016,-7.3904,-9.6588,-7.394,-12.72,-12.72,-38.3747,-674.0152,-7.394
300098.SZ,20230415,20221231,-0.16,-0.16,1.3425,1.3425,1.4025,0.0694,-0.6786,27473109.75,-299936456.23,611901333.88,1.7517,1.5032,1.1985,1.4138,0.6461,10.6948,0.415,-316865376.51,-248688077.89,-185722365.65,-229603563.76,-396029141.42,1742993928.24,221905983.62,207444792.97,-363639203.11,2775512342.37,1459981733.56,1088247048.07,3371222802.58,-1058585726.01,-0.1568,1.7907,0.0362,-0.6092,-0.0451,-0.1431,-0.1321,-0.2279,-11.997,26.2287,73.7713,33.3697,-11.997,13.4419,21.08,-1.1523,-2.4278,113.5822,-11.5461,-10.6598,-8.4197,-8.42,-9.2687,-4.424,-4.9789,-7.4112,-8.4197,-4.424,40.7102,1.6866,1.7371,63.7602,36.2398,52.0137,6.1534,92.3045,89.4123,10.5877,0.0324,0.6866,1.4325,15.0006,1.2777,13.3795,,0.029,397.5014,-4.9789,-4.8469,372252000.46,-11.1536,21.1147,128.9481,-6.2159,-6.4249,-3.7932,39.6752,-884.0,-883.5,-65.3257,-1594.7364,-1455.9353,-729.3518,-283.77,-65.3212,-779.6016,-7.3904,-9.6588,-7.394,-12.72,-12.72,-38.3747,-674.0152,-7.394
